categoria,puntaje,fuente,codigo,nombre,organismo,region,fecha_cierre,monto,moneda,url,razones
servicio,20,compra_agil,1388974-33-COT26,INSUMOS DE ALIMENTACION COFFE BREAK,CORP MUNICIPAL DE EDUCACION Y SERVICIOS RAMON FREIRE,Región de los Lagos ,2026-09-02 10:00,192845.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1388974-33-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,4066-344-COT26,SERVICIO DE COFFE BREAK Y ALMUERZO PARA JORNADA DE CAPACITACION PRIMEROS AUXILIOS PROGRAMA PRLAC,I MUNICIPALIDAD RIO IBANEZ,Región Aysén del General Carlos Ibáñez del Campo,2026-09-02 10:00,450000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=4066-344-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2324-878-COT26,SERVCIO DE COFFE BREAK PARA JORNADA ESTRATEGICA DE DIRECTORES - ADMINISTRACIÓN MUNICIPAL,I MUNICIPALIDAD DE PUERTO MONTT,Región de los Lagos ,2026-09-02 11:00,4142000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2324-878-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1218393-180-COT26,Insumos para coffe break taller de cuidadores CESFAM Externo Valdivia,CONSULTORIO EXTERNO VALDIVIA,Región de Los Ríos,2026-09-02 11:01,26860.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1218393-180-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2013-1424-COT26,SERVICIO DE COFFEE BREAK 04/09,UNIVERSIDAD ARTURO PRAT,Región de Tarapacá  ,2026-09-02 11:44,90000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2013-1424-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,929-157-COT26, SERVICIO DE COFFEE BREAK SALUDABLE PARA 100 PERSONAS,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Región Metropolitana de Santiago,2026-09-02 12:00,442217.0,CLP,https://www.mercadopublico.cl/Home/Search?k=929-157-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,5420-84-COT26,Servicio Coffe Break para 50 personas en el marco de la Jornada de Concientización Ambiental 2026 del Gobierno Regional de Arica y Parinacota,GOBIERNO REGIONAL DE ARICA-PARINACOTA,Región de Arica y Parinacota,2026-09-02 12:15,250000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5420-84-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1483-50-COT26,"COFFE BREAK, RED DE CONVIVENCIA",DEPARTAMENTO PROVINCIAL DE EDUCACION EL LOA,Región de Antofagasta ,2026-09-02 13:00,450000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1483-50-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2074-32-COT26,"PROVEER UN SERVICIO DE CAFETERÍA PARA EL 11 DE SEPTIEMBRE A LAS 14:15, EN SECREDUC PARA 60 PERSONAS ",Departamento Provincial de Educación de Magallanes,Región de Magallanes y de la Antártica,2026-09-02 15:00,378000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2074-32-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2428-1223-COT26,Servicio de coffe break y montaje evento fomento productivo,I MUNICIPALIDAD DE QUILPUE,Región de Valparaíso ,2026-09-02 15:55,1400000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2428-1223-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2595-321-COT26,CONTRATACION DE TRES SERVICIOS DE COFFE BREAK PARA DIFERENTES PROGRAMAS O DEPARTAMENTO DE LA MUNICIPALIDAD DE PARRAL,I MUNICIPALIDAD DE PARRAL,Región del Maule ,2026-09-02 16:30,1687970.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2595-321-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,792909-14-COT26,Servicio de Café para  Jornada de Cierre PANEP Superintendencia De Educación Región De Los Lagos ,SUPERINTENDENCIA DE EDUCACION ESCOLAR,Región de los Lagos ,2026-09-02 17:00,400000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=792909-14-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,4062-730-COT26,"SERVICIO DE COFFE BREAK PARA 60 PERSONAS, DIA 03.09.2026, 12.00HRS, EN PATIO CIVICO DE MUNICIPALIDAD.",I MUNICIPALIDAD DE MARIQUINA,Región de Los Ríos,2026-09-02 17:15,400000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=4062-730-COT26,Es un servicio de coffee break o catering
servicio,20,licitacion,2062-4-L126,Servicio de Coffe Break para Redes de Mejoramiento Educativo ,,,2026-09-02T15:00:00,,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2062-4-L126,Es un servicio de coffee break o catering
servicio,20,compra_agil,1402-303-COT26,"ADQUISICIÓN DE GIFT CARD PARA ALIMENTACION DE USUARIOS EN SERVICIO DE COFFE BREAK CORRESPONDIENTE AL CENTRO DE REINSERCION SOCIAL DE RANCAGUA, GENDARMERIA REGION DE O´HIGGINS",Dirección Regional de Gendarmeria - Rancagua,Región del Libertador General Bernardo O´Higgins,2026-09-03 01:27,120000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1402-303-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1288819-49-COT26,Servicio de Coffee Break para inauguración de exposición temporal ,SERVICIO NACIONAL DE PATRIMONIO,Región de la Araucanía ,2026-09-03 09:00,300000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1288819-49-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1402-305-COT26,ADQUISICIÓN DE GIFT CARD PARA LA COMPRA DE ALIMENTOS PARA COFFE PROGRAMA LICO del C.A.I.S. DE RANCAGUA DIRECCIÓN REGIONAL DE GENDARMERIA REGION DE O´HIGGINS,Dirección Regional de Gendarmeria - Rancagua,Región del Libertador General Bernardo O´Higgins,2026-09-03 09:00,600000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1402-305-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,3661-392-COT26,SERVICIOS DE COFFE BREACK PARA TALLERES DE PROGRAMA VINCULO ,I MUNICIPALIDAD DE SAN ESTEBAN,Región de Valparaíso ,2026-09-03 10:00,1120000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=3661-392-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,5350-397-COT26,SERVICIO DE COFFE BREAK CONVENIO ESPACIOS AMIGABLES CESFAM ESTACION.,I MUNICIPALIDAD DE VALLENAR,Región de Atacama ,2026-09-03 10:00,1000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5350-397-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1398-443-COT26,SERVICIO DE CAFETERÍA PARA CAPACITACIONES A HOSPITALES DE BASES COMUNITARIAS,SERVICIO DE SALUD LIBERTADOR BDO OHIGGINS,Región del Libertador General Bernardo O´Higgins,2026-09-03 12:08,2634500.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1398-443-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1889-17-COT26,SERVICIO DE CAFÉ PARA ACTIVIDADES REGIONALES DE ÁREA MUJER Y TRABAJO SERNAMEG BIOBÍO,SERVICIO NACIONAL DE LA MUJER Y LA EQUIDAD DE GENERO,Región del Biobío ,2026-09-03 14:00,2000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1889-17-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2790-183-COT26,SERVICIO DE COFFE BREAK- PROGRAMA EQUIDAD RURAL,I MUNICIPALIDAD DE PAINE,Región Metropolitana de Santiago,2026-09-03 15:00,1310956.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2790-183-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,94-29-COT26,Servicio de cafetería,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Región Metropolitana de Santiago,2026-09-03 16:00,400000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=94-29-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,5148-151-COT26,SERVICIO DE CAFÉ – CURSO FORMACIÓN INICIAL PARA FISCALES Y ABOGADOS/AS ASISTENTES,MINISTERIO PUBLICO,Región Metropolitana de Santiago,2026-09-03 23:59,7160000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5148-151-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,5251-865-COT26,Contratación de Servicio de Café para la Ceremonia de Cierre NAF a Estudiantes de la  Carrera de Contador Público y Auditor. ,UNIVERSIDAD TECNOLOGICA METROPOLITANA,Región Metropolitana de Santiago,2026-09-04 10:00,420000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5251-865-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,949-95-COT26,Secreduc Atacama Necesita la Contratacion de un Servicio de Coffe Break en la Ciudad de Copiapo. Sol 03 55,Mineduc Administración III Región,Región de Atacama ,2026-09-07 13:37,300000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=949-95-COT26,Es un servicio de coffee break o catering
servicio,20,licitacion,2704-65-LE26,SERVICIOS DE COFFEE BREAK  SC 128,,,2026-09-10T18:00:00,,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2704-65-LE26,Es un servicio de coffee break o catering
servicio,20,licitacion,900-36-L126,"HDS - SERVICIO DE COFFE BREAK PARA 4 CURSOS, UNIDAD DE CAPACITACIONES",,,2026-09-14T15:00:00,,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=900-36-L126,Es un servicio de coffee break o catering
