categoria,puntaje,fuente,codigo,nombre,organismo,region,fecha_cierre,monto,moneda,url,razones
servicio,20,compra_agil,4291-1138-COT26,COFFE BREAK (Lunes 5 Octubre 2026),UNIVERSIDAD DE ANTOFAGASTA,Región de Antofagasta ,2026-09-08 14:00,1000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=4291-1138-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,564162-878-COT26, Coffe break,UNIVERSIDAD DE SANTIAGO DE CHILE,Región Metropolitana de Santiago,2026-09-08 14:30,600000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=564162-878-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,3807-394-COT26,COFFE BREAK - VINCULOS 2024-B,I MUNICIPALIDAD DE EMPEDRADO,Región del Maule ,2026-09-08 15:00,166600.0,CLP,https://www.mercadopublico.cl/Home/Search?k=3807-394-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,5951-95-COT26,Servicio de coffee break,UNIVERSIDAD DE TARAPACA,Región de Arica y Parinacota,2026-09-08 15:30,750000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5951-95-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2568-59-COT26,Servicio de Coffe Break Miércoles 09 y Jueves 10 en Machalí,CORP NACIONAL FORESTAL,Región del Libertador General Bernardo O´Higgins,2026-09-08 16:00,1000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2568-59-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1182705-171-COT26,SERVICIO DE COFFE BREAK PARA OBSERVATORIO LABORAL ,CENTRO DE FORMACIÓN TÉCNICA DE LA REGIÓN DE AYSÉN DEL GENERAL CARLOS I,Región Aysén del General Carlos Ibáñez del Campo,2026-09-08 16:00,714000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1182705-171-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1175-306-COT26,Servicio de coffe break para jornada territorial (Lautaro),SERVICIO DE SALUD ARAUCANIA SUR,Región de la Araucanía ,2026-09-08 16:15,105000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1175-306-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1175-307-COT26,Servicio de coffe break para jornada territorial (Imperial),SERVICIO DE SALUD ARAUCANIA SUR,Región de la Araucanía ,2026-09-08 16:30,105000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1175-307-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1078326-9-COT26,Servicios de Cafetería ,INSTITUTO ANTARTICO CHILENO,Región de Magallanes y de la Antártica,2026-09-08 16:30,350000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1078326-9-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1738-341-COT26,SERVICIO DE COFFE BREAK PARA 80 PERSONAS ESTILO BRUNCH PARA CAMPEONATO COMUNAL DE CUECA ESCOLAR,I MUNICIPALIDAD DE VILLA ALEGRE,Región del Maule ,2026-09-08 16:35,700000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1738-341-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1175-308-COT26,Servicio de coffe break para jornada territorial (Temuco),SERVICIO DE SALUD ARAUCANIA SUR,Región de la Araucanía ,2026-09-08 16:40,105000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1175-308-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1658-1311-COT26,S5-26/DEPTO DE PROGRAMAS PARA LAS PERSONAS MAYORES/ADQ. COFFE BREAK PARA 60 PERSONAS.,I MUNICIPALIDAD DE TEMUCO,Región de la Araucanía ,2026-09-08 17:30,400000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1658-1311-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,5965-140-COT26,"Servicio de 4 Coffe Break para 30 personas, Postgrado Matemática.",UNIVERSIDAD DE TARAPACA,Región de Arica y Parinacota,2026-09-08 17:50,500000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5965-140-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,3181-368-COT26,"SERVICIO DE COFFEE BREAK PARA INAGURACIÓN DE PROYECTO DE CÁMARAS DE PROTECCIÓN, SOLICITADO POR SEGURIDAD PÚBLICA.",ILUSTRE MUNICIPALIDAD DE MACHALI,Región del Libertador General Bernardo O´Higgins,2026-09-09 09:00,497000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=3181-368-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2608-54-COT26,"ADQUISICION DE COFFE BREAK, APOYO JORNADA PLAN REGIONAL ETE PROGRAMADO PARA EL DIA 29 DE SEPTIEMBRE 2026 ",Departamento Provincial de Educación Huasco,Región de Atacama ,2026-09-09 09:00,450000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2608-54-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1057390-219-COT26,Insumos de Coffe Break DSSAN,SERVICIO DE SALUD ARAUCANIA NORTE,Región de la Araucanía ,2026-09-09 09:00,2000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1057390-219-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1218392-97-COT26,INSUMOS PARA COFFE BREAK- DÍA DEL TURISMO,CORPORACION MUNICIPAL DE CULTURA Y TURISMO DE LA COMUNA DE QUINTERO,Región de Valparaíso ,2026-09-09 09:30,250000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1218392-97-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,4306-398-COT26,"SERVICIO COFFE BREAK Y ALMUERZOS PARA ACTIVIDAD TRAFKINTU, USUARIOS PPL, PAILAHUEQIE ERCILLA.-",I MUNICIPALIDAD DE ERCILLA,Región de la Araucanía ,2026-09-09 11:00,2175000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=4306-398-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,696011-58-COT26,Servicio de Cafetería,MINISTERIO PUBLICO,Región de Atacama ,2026-09-09 16:30,325000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=696011-58-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1658-1305-COT26,S6-26/ DIRECCION DE PERSONAS MAYORES/ ADQ. SERVICIO COFFE BREAK,I MUNICIPALIDAD DE TEMUCO,Región de la Araucanía ,2026-09-09 17:00,750000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1658-1305-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,3780-191-COT26,"Coffe Break, Sol. N° 218, Jaime Rojas - Gabriel Valenzuela.",Municipalidad de Yerbas Buenas-Depto. Salud,Región del Maule ,2026-09-10 09:00,300000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=3780-191-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2982-68-COT26,SERVICIOS DE COFFE BREAK  CORRIDA PDI 2026 -DEFIS,POLICIA DE INVESTIGACIONES DE CHILE,Región Metropolitana de Santiago,2026-09-10 09:00,650000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2982-68-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1183926-188-COT26,"Servicio de alimentacion(coffe, brunch, catering y otros)",CENTRO DE FORMACIÓN TÉCNICA ESTATAL DE LA REGIÓN D,Región del Libertador General Bernardo O´Higgins,2026-09-10 09:40,1000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1183926-188-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,2031-53-COT26,COFFE BREAK JORNADA CIERRE PROGRAMA TALENTO ACADEMICO 14 DE NOVIEMBRE,Departamento Provincial de Educación Antofagasta,Región de Antofagasta ,2026-09-10 10:00,1800000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2031-53-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,918434-230-COT26,"D4354 Adquisición de Servicio de Cafetería; Diálogo participativo sobre la Agenda Regional de Igualdad de Derechos y Equidad de Género 2026- 2030, Seremi de Aysen",MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO,Región Aysén del General Carlos Ibáñez del Campo,2026-09-10 10:30,150000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=918434-230-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,895072-114-COT26, Servicio de Cafetería - Jornada Macrozonal  Sur y Grupos Focales DPE - Temuco,SUBSECRETARIA DE EDUCACION PARVULARIA,Región de la Araucanía ,2026-09-10 12:12,450000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=895072-114-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,895072-113-COT26, Servicio de Cafetería - Jornada Macrozonal Austral y Grupos Focales DPE - Punta Arenas,SUBSECRETARIA DE EDUCACION PARVULARIA,Región de Magallanes y de la Antártica,2026-09-10 12:12,800000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=895072-113-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,895072-112-COT26, Servicio de Cafetería - Jornada Macrozonal Centro y Grupos Focales DPE - Rancagua,SUBSECRETARIA DE EDUCACION PARVULARIA,Región del Libertador General Bernardo O´Higgins,2026-09-10 12:12,450000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=895072-112-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,895072-111-COT26,Servicio de Cafetería - Jornada Macrozonal Norte - Iquique - Grupos Focales DPE,SUBSECRETARIA DE EDUCACION PARVULARIA,Región de Tarapacá  ,2026-09-10 12:12,800000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=895072-111-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,622-111-COT26,Contratación de servicio de café para “Seminario para Fiscalizadores”.,TESORERIA GENERAL DE LA REPUBLICA,Región Metropolitana de Santiago,2026-09-10 15:00,800000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=622-111-COT26,Es un servicio de coffee break o catering
servicio,20,licitacion,2704-65-LE26,SERVICIOS DE COFFEE BREAK  SC 128,,,2026-09-10T18:00:00,,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2704-65-LE26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1558-285-COT26,Servicio de coffe break,SERVICIO DE SALUD ATACAMA HOSPITAL FLORENCIO VARGAS DIAZ,Región de Atacama ,2026-09-11 11:13,380000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1558-285-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1558-284-COT26,Servicio de coffe break,SERVICIO DE SALUD ATACAMA HOSPITAL FLORENCIO VARGAS DIAZ,Región de Atacama ,2026-09-11 11:22,280000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1558-284-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,792905-12-COT26,Coffee break jornada educación parvularia,SUPERINTENDENCIA DE EDUCACION ESCOLAR,Región del Maule ,2026-09-11 13:00,400000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=792905-12-COT26,Es un servicio de coffee break o catering
servicio,20,licitacion,4284-146-L126,Adquisición de materiales de oficina alimentos merchandising galvanos y contratación servicio de alimentación Coffe break para actividades programas 4 a 7 mujeres jefas de hogar Cultura de la mujer y OMIL según NUMERAL 5 B.A.G Bases administrativas,,,2026-09-11T13:20:00,,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4284-146-L126,Es un servicio de coffee break o catering
servicio,20,licitacion,900-36-L126,"HDS - SERVICIO DE COFFE BREAK PARA 4 CURSOS, UNIDAD DE CAPACITACIONES",,,2026-09-14T15:00:00,,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=900-36-L126,Es un servicio de coffee break o catering
servicio,20,licitacion,1057429-70-LE26,CURSOS DE CAPACITACION Y COFFE BREAK,SERVICIO NACIONAL DE SALUD HOSPITAL DE CORONEL,Región del Biobío ,2026-09-14T18:35:00,,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057429-70-LE26,Es un servicio de coffee break o catering
